init_time,target_time,lead_hours,lead_days,grid_lat,grid_lon,pred_z500_m,pred_t850_c,pred_u850_ms,pred_v850_ms,pred_q850_gkg,pred_wind850_ms
2026-05-06T12:00:00,2026-05-06T12:00:00,0,0.0,40.0,33.0,5625.6993881767885,7.620141574441391,2.5534210180830996,2.0786285372000464,4.707363846645829,3.29251507077051
2026-05-06T12:00:00,2026-05-06T18:00:00,6,0.25,40.0,33.0,5641.902025804807,7.52307843004894,1.7766504980802438,1.0322109316881196,4.838958189875786,2.0547375501083427
2026-05-06T12:00:00,2026-05-07T00:00:00,12,0.5,40.0,33.0,5651.6654855524475,6.569810729497135,2.053118868229376,1.2792223802771687,4.7413843649013465,2.419030174528929
2026-05-06T12:00:00,2026-05-07T06:00:00,18,0.75,40.0,33.0,5673.172114526827,6.3984293149820815,1.768571280169681,1.0929367154523533,4.727294148362815,2.079027425750993
2026-05-06T12:00:00,2026-05-07T12:00:00,24,1.0,40.0,33.0,5697.696826700032,10.452376338600175,2.72814814877961,0.4167649516878775,4.638245793159856,2.7597980626569423
2026-05-06T12:00:00,2026-05-07T18:00:00,30,1.25,40.0,33.0,5712.485772093403,10.915809036328596,2.5783492397906684,-0.34246147976510244,4.645408886562952,2.600993015648451
2026-05-06T12:00:00,2026-05-08T00:00:00,36,1.5,40.0,33.0,5716.916872088637,9.97444066022365,2.5596025478689626,-0.09860390893013715,4.591969852459132,2.5615011094890408
2026-05-06T12:00:00,2026-05-08T06:00:00,42,1.75,40.0,33.0,5729.284146248396,9.871120050023478,2.1466398453837883,-0.22866096158867855,4.6622699046366955,2.158784023737436
2026-05-06T12:00:00,2026-05-08T12:00:00,48,2.0,40.0,33.0,5746.84171298425,13.271114820892421,2.5104229343399993,-0.4682186405305302,4.701222416221618,2.5537133755769283
2026-05-06T12:00:00,2026-05-08T18:00:00,54,2.25,40.0,33.0,5749.774690964938,13.4178972971946,1.6013311030719706,-0.18014536511780221,4.936952896096081,1.6114321748801965
2026-05-06T12:00:00,2026-05-09T00:00:00,60,2.5,40.0,33.0,5743.183314334661,11.849040534152323,1.023889884810842,0.8049494664942713,5.339550860211539,1.3024185732042413
2026-05-06T12:00:00,2026-05-09T06:00:00,66,2.75,40.0,33.0,5731.988826104234,10.505275100474705,0.8062193174391723,1.5986139519181108,5.861281360600601,1.7904067010261453
2026-05-06T12:00:00,2026-05-09T12:00:00,72,3.0,40.0,33.0,5732.347934101409,12.191694726623268,1.4573644710994813,1.1890326678741232,6.634318764477731,1.8808800830714663
2026-05-06T12:00:00,2026-05-09T18:00:00,78,3.25,40.0,33.0,5728.193538638167,11.795504437797376,0.9960962028815175,0.8998603318606868,6.851000073270663,1.3423696444166944
2026-05-06T12:00:00,2026-05-10T00:00:00,84,3.5,40.0,33.0,5717.733702065911,11.068218886395357,1.1759369558574235,0.9557605334136383,6.853891842374837,1.515356697738967
2026-05-06T12:00:00,2026-05-10T06:00:00,90,3.75,40.0,33.0,5716.819608982192,10.778510531641246,1.0424185990425485,0.8056810875911538,6.939756388425478,1.3174818976107012
2026-05-06T12:00:00,2026-05-10T12:00:00,96,4.0,40.0,33.0,5732.667416388551,13.65689772735061,2.660711224613351,0.38279203051811095,6.95264050819655,2.6881060171450932
2026-05-06T12:00:00,2026-05-10T18:00:00,102,4.25,40.0,33.0,5742.205730056458,12.812697510978637,1.525350308272209,-0.8806649489156371,7.124388687882677,1.7613245910946411
2026-05-06T12:00:00,2026-05-11T00:00:00,108,4.5,40.0,33.0,5741.954692177555,11.81077511679689,1.3214678983110844,-0.3106356978957905,7.015520261765218,1.357487363872651
2026-05-06T12:00:00,2026-05-11T06:00:00,114,4.75,40.0,33.0,5743.727717555456,11.456982055793219,0.9059816613923886,-0.02999116345090158,6.976509533046515,0.9064779317029462
2026-05-06T12:00:00,2026-05-11T12:00:00,120,5.0,40.0,33.0,5753.570653869243,15.159095097691193,2.2499017387214053,-0.8961999001881082,6.506940630145452,2.4218241255299233
2026-05-06T12:00:00,2026-05-11T18:00:00,126,5.25,40.0,33.0,5753.609378994957,13.862503279220277,1.4876932885158567,-2.0196414723732516,6.871632320920362,2.508422412119841
2026-05-06T12:00:00,2026-05-12T00:00:00,132,5.5,40.0,33.0,5745.085573562329,12.313613915751944,1.453085514092436,-2.2110063961911663,6.6508710408665905,2.645752595248378
2026-05-06T12:00:00,2026-05-12T06:00:00,138,5.75,40.0,33.0,5750.485026846496,12.034997353688254,1.003167350298554,-2.554613314169444,6.415909552066612,2.744520708181451
2026-05-06T12:00:00,2026-05-12T12:00:00,144,6.0,40.0,33.0,5764.527838131631,16.06983882776842,2.009729096284218,-2.202544633354435,5.578408840863025,2.9816461732354833
2026-05-06T12:00:00,2026-05-12T18:00:00,150,6.25,40.0,33.0,5764.3763148199705,15.818218450656445,1.5808418107937996,-1.9243528654608468,5.818607008565513,2.4904206033441803
2026-05-06T12:00:00,2026-05-13T00:00:00,156,6.5,40.0,33.0,5751.176225311278,14.584878458148182,1.9195742563986187,-0.8284755077292658,5.814128583971012,2.090726427042901
2026-05-06T12:00:00,2026-05-13T06:00:00,162,6.75,40.0,33.0,5738.049308278499,14.33472829580353,2.2595217597151986,0.0005675112581400299,5.820622418930443,2.2595218309844887
2026-05-06T12:00:00,2026-05-13T12:00:00,168,7.0,40.0,33.0,5733.446421824428,18.275092175599298,4.224293587030502,0.04318300931235086,5.303018654385094,4.224514301280124
