init_time,target_time,lead_hours,lead_days,grid_lat,grid_lon,pred_z500_m,pred_t850_c,pred_u850_ms,pred_v850_ms,pred_q850_gkg,pred_wind850_ms
2026-05-10T12:00:00,2026-05-10T12:00:00,0,0.0,40.0,33.0,5730.621063669853,14.545313023301446,6.856842052049444,2.7330626838191137,6.004360942227227,7.381457482126288
2026-05-10T12:00:00,2026-05-10T18:00:00,6,0.25,40.0,33.0,5739.175939261485,13.783198591032146,3.1778550512829042,0.41566003565294807,6.636832599401954,3.204923710824219
2026-05-10T12:00:00,2026-05-11T00:00:00,12,0.5,40.0,33.0,5727.863024193119,12.568699799101182,1.7636957847785197,1.3295181828416176,6.871902887435555,2.208674131634632
2026-05-10T12:00:00,2026-05-11T06:00:00,18,0.75,40.0,33.0,5717.869690298069,11.919382706209603,0.8583117112766558,2.0157598406141943,7.268378270116838,2.190887201283449
2026-05-10T12:00:00,2026-05-11T12:00:00,24,1.0,40.0,33.0,5715.89245742585,14.146189547378185,2.918826422788129,1.3782073070867966,7.573290031102076,3.2278480552333293
2026-05-10T12:00:00,2026-05-11T18:00:00,30,1.25,40.0,33.0,5709.822969408396,13.750618486939516,2.6683425807995036,0.6214354912696081,7.449692670138175,2.7397507547799407
2026-05-10T12:00:00,2026-05-12T00:00:00,36,1.5,40.0,33.0,5694.043381264197,13.015177951163082,3.0699750227679488,1.137093557507157,7.228910870930694,3.273794190071109
2026-05-10T12:00:00,2026-05-12T06:00:00,42,1.75,40.0,33.0,5686.366575383526,12.834091670696239,2.608389252032339,1.6289283713710745,7.263483258983072,3.0752401742263067
2026-05-10T12:00:00,2026-05-12T12:00:00,48,2.0,40.0,33.0,5686.140753865553,16.053470919521374,4.398017531887604,1.7104589091550793,6.9108859391562305,4.718922323020237
2026-05-10T12:00:00,2026-05-12T18:00:00,54,2.25,40.0,33.0,5669.806180634811,15.621883218501921,4.139742055999591,1.4342405546714474,6.661682248923384,4.381153987122112
2026-05-10T12:00:00,2026-05-13T00:00:00,60,2.5,40.0,33.0,5630.253192785477,13.210426817725988,4.589412628887885,2.091164977841487,6.560052312169162,5.04337974405521
2026-05-10T12:00:00,2026-05-13T06:00:00,66,2.75,40.0,33.0,5606.822915705856,11.6800744724693,4.586093811705837,2.0159625354950492,6.5811946755238715,5.009626871762626
2026-05-10T12:00:00,2026-05-13T12:00:00,72,3.0,40.0,33.0,5616.235147569113,13.9316432066895,6.224152037518195,0.811834048311944,5.923399519533912,6.276873673106737
2026-05-10T12:00:00,2026-05-13T18:00:00,78,3.25,40.0,33.0,5622.055849168462,11.973512682421301,4.281278877839441,-0.12908888441447175,6.428851888971465,4.283224576170798
2026-05-10T12:00:00,2026-05-14T00:00:00,84,3.5,40.0,33.0,5602.735163482215,10.361961751628428,3.4633856759837727,0.2220288386623821,6.490821641932598,3.4704952306273724
2026-05-10T12:00:00,2026-05-14T06:00:00,90,3.75,40.0,33.0,5581.5241513105275,9.490754486648825,3.023768331851329,0.4145756796765241,6.497131997482697,3.0520563426788536
2026-05-10T12:00:00,2026-05-14T12:00:00,96,4.0,40.0,33.0,5578.62472009572,10.097634518313157,4.591967608282289,-1.4672716826542285,6.3886667965951105,4.82069006535711
2026-05-10T12:00:00,2026-05-14T18:00:00,102,4.25,40.0,33.0,5580.1753011468445,7.644320451292174,3.4642435433631817,-3.232529601099401,6.233732393210234,4.73816746746222
2026-05-10T12:00:00,2026-05-15T00:00:00,108,4.5,40.0,33.0,5573.719687602646,6.051737463728955,2.875502288382677,-3.323278089225255,5.81554559855102,4.394620651298434
2026-05-10T12:00:00,2026-05-15T06:00:00,114,4.75,40.0,33.0,5583.192033469192,5.758092844314547,2.1037568563033346,-2.940594028443485,5.555098127869806,3.6156446383128933
2026-05-10T12:00:00,2026-05-15T12:00:00,120,5.0,40.0,33.0,5610.296919716144,8.975491286544298,2.546219816750181,-1.862825371492363,5.1050925678670644,3.1548936146702293
2026-05-10T12:00:00,2026-05-15T18:00:00,126,5.25,40.0,33.0,5625.8896366141635,8.603679041594319,2.039893667205888,-1.4399661639261012,5.276732902698811,2.496931862658398
2026-05-10T12:00:00,2026-05-16T00:00:00,132,5.5,40.0,33.0,5621.749200207865,8.07254041897761,1.8870503975381325,-0.11438866271215886,5.187576941236283,1.8905142075652064
2026-05-10T12:00:00,2026-05-16T06:00:00,138,5.75,40.0,33.0,5623.775064633307,8.314857885406695,1.131255192898152,1.6080338927276756,5.1679405883259255,1.966090362017971
2026-05-10T12:00:00,2026-05-16T12:00:00,144,6.0,40.0,33.0,5629.395161075613,11.290413240849034,1.8456724925076742,3.397778444620485,5.820217046347276,3.86670470922297
2026-05-10T12:00:00,2026-05-16T18:00:00,150,6.25,40.0,33.0,5610.892205950959,10.121378848927293,2.1240849549956238,4.246870998690611,6.9516193224072875,4.748436603299885
2026-05-10T12:00:00,2026-05-17T00:00:00,156,6.5,40.0,33.0,5576.099706811509,8.833843698271835,3.4172021871742118,4.747992971487321,7.164148604306586,5.849846839475475
2026-05-10T12:00:00,2026-05-17T06:00:00,162,6.75,40.0,33.0,5541.014517768406,8.067481576539308,3.4191169715883234,3.306950357809882,6.635284119081319,4.756709107610241
2026-05-10T12:00:00,2026-05-17T12:00:00,168,7.0,40.0,33.0,5531.008800838972,9.482585017399856,4.801505379193543,-0.3362416438218929,5.7150776185243,4.813264209397254
