init_time,target_time,lead_hours,lead_days,grid_lat,grid_lon,pred_z500_m,pred_t850_c,pred_u850_ms,pred_v850_ms,pred_q850_gkg,pred_wind850_ms,actual_t850_c,actual_z500_m,actual_wind850_ms,error_z500_m,error_t850_c,error_wind850_ms
2026-05-08T00:00:00,2026-05-08 06:00:00,6,0.25,40.0,33.0,5711.282591443308,9.847002733889552,2.4379371095614033,-0.4648605269918491,4.997778348345694,2.481860725288941,9.7,5721.0,2.7777777777777777,-9.717408556692135,0.14700273388955232,-0.2959170524888366
2026-05-08T00:00:00,2026-05-08 12:00:00,12,0.5,40.0,33.0,5734.731330501467,13.131096781007386,2.63818533685901,-0.5748064744567074,4.735640672026364,2.700078583059248,13.2,5744.0,2.944444444444444,-9.2686694985332,-0.06890321899261309,-0.24436586138519623
2026-05-08T00:00:00,2026-05-08 18:00:00,18,0.75,40.0,33.0,5741.683166005397,13.216807404967426,1.4703368912723818,-0.217366203195759,5.0245973594336135,1.4863171398218724,14.0,5748.0,1.5277777777777777,-6.3168339946032575,-0.783192595032574,-0.041460637955905266
2026-05-08T00:00:00,2026-05-09 00:00:00,24,1.0,40.0,33.0,5732.019445971077,11.51422990125286,0.7900981271056935,0.6951697605303053,5.406178938254347,1.0523858828451125,12.8,5731.0,2.7777777777777777,1.0194459710774026,-1.2857700987471414,-1.7253918949326652
2026-05-08T00:00:00,2026-05-09 06:00:00,30,1.25,40.0,33.0,5725.368180483592,10.416041030779184,0.402610117007498,1.748580339431726,5.792955203290928,1.7943322183374963,10.6,5724.0,4.277777777777778,1.3681804835923685,-0.18395896922081612,-2.4834455594402813
2026-05-08T00:00:00,2026-05-09 12:00:00,36,1.5,40.0,33.0,5727.369053694183,12.323192039051378,1.4462775274159867,1.261271820246499,6.576973933324792,1.9189906958754168,13.8,5724.0,4.083333333333333,3.369053694183094,-1.4768079609486229,-2.164342637457916
2026-05-08T00:00:00,2026-05-09 18:00:00,42,1.75,40.0,33.0,5724.83773631974,11.721798153624718,1.3106532740946475,1.0070977227530094,6.943445064196974,1.6528937739822596,11.9,5723.0,4.305555555555555,1.8377363197396335,-0.17820184637528236,-2.652661781573296
2026-05-08T00:00:00,2026-05-10 00:00:00,48,2.0,40.0,33.0,5713.498479160045,10.596363234113255,2.1075485690621463,1.0412957479466272,7.0060031919609855,2.3507568580454308,10.3,5712.0,4.944444444444445,1.4984791600445533,0.2963632341132545,-2.593687586399014
2026-05-08T00:00:00,2026-05-10 06:00:00,54,2.25,40.0,33.0,5713.961379499976,10.233944430312135,2.145534692389674,1.047998767277626,7.062884194802166,2.387806636321936,10.5,5713.0,4.472222222222222,0.9613794999759193,-0.2660555696878646,-2.0844155859002864
2026-05-08T00:00:00,2026-05-10 12:00:00,60,2.5,40.0,33.0,5733.871722769045,13.72493680435366,3.5817017680210483,0.286880634338857,6.791306991992041,3.593172421886232,14.2,5731.0,6.444444444444444,2.8717227690449363,-0.4750631956463387,-2.8512720225582115
2026-05-08T00:00:00,2026-05-10 18:00:00,66,2.75,40.0,33.0,5738.458848997534,13.192831316360412,2.0232382178282933,-0.6872041318531572,6.978440242253692,2.1367597911129503,14.4,5741.0,1.5277777777777777,-2.5411510024659947,-1.2071686836395887,0.6089820133351727
