init_time,target_time,lead_hours,lead_days,grid_lat,grid_lon,pred_z500_m,pred_t850_c,pred_u850_ms,pred_v850_ms,pred_q850_gkg,pred_wind850_ms,actual_t850_c,actual_z500_m,actual_wind850_ms,error_z500_m,error_t850_c,error_wind850_ms
2026-05-07T12:00:00,2026-05-07 18:00:00,6,0.25,40.0,33.0,5710.262679702115,11.193255944771977,3.817225440901779,-0.4707739432194309,4.614822940605667,3.8461458854653654,11.5,5704.0,3.4722222222222223,6.262679702114838,-0.30674405522802317,0.3739236632431431
2026-05-07T12:00:00,2026-05-08 00:00:00,12,0.5,40.0,33.0,5713.67972175423,10.175831113597836,3.937096074111992,-0.5791927670239474,4.617110349054654,3.9794710399952544,10.3,5706.0,3.1666666666666665,7.679721754229831,-0.12416888640216506,0.8128043733285879
2026-05-07T12:00:00,2026-05-08 06:00:00,18,0.75,40.0,33.0,5728.065655664878,10.020611197867424,2.821796432231963,-0.3630922437394481,4.826599933067222,2.845060822270902,9.7,5721.0,2.7777777777777777,7.06565566487825,0.3206111978674251,0.0672830444931245
2026-05-07T12:00:00,2026-05-08 12:00:00,24,1.0,40.0,33.0,5746.337610911726,13.204281609696068,2.9137970607922625,-0.1757749658720193,5.005794656791407,2.919094063251292,13.2,5744.0,2.944444444444444,2.3376109117261876,0.0042816096960685,-0.02535038119315214
2026-05-07T12:00:00,2026-05-08 18:00:00,30,1.25,40.0,33.0,5746.418438354351,12.98780515947294,1.9148312572503985,0.2392281861057306,5.505131125449481,1.9297173028116263,14.0,5748.0,1.5277777777777777,-1.5815616456493444,-1.0121948405270604,0.40193952503384867
2026-05-07T12:00:00,2026-05-09 00:00:00,36,1.5,40.0,33.0,5735.948695354586,11.200205063339697,1.4090717275837503,1.2285056028103014,5.898492607257944,1.8694141193465288,12.8,5731.0,2.7777777777777777,4.948695354585652,-1.5997949366603041,-0.9083636584312489
2026-05-07T12:00:00,2026-05-09 06:00:00,42,1.75,40.0,33.0,5726.504042455847,10.109055841899703,1.0272615173155373,1.8880337130467524,6.25667710176403,2.1494039933336233,10.6,5724.0,4.277777777777778,2.5040424558474115,-0.49094415810029624,-2.1283737844441544
2026-05-07T12:00:00,2026-05-09 12:00:00,48,2.0,40.0,33.0,5727.534536062787,12.074997334771638,1.811863969614251,1.3013274809522244,6.917839069126019,2.230763155753603,13.8,5724.0,4.083333333333333,3.534536062787083,-1.725002665228363,-1.85257017757973
2026-05-07T12:00:00,2026-05-09 18:00:00,54,2.25,40.0,33.0,5725.465443590037,11.669536726230604,1.5153502001298875,1.0871911696810486,7.096379565879607,1.8650122971353664,11.9,5723.0,4.305555555555555,2.465443590036557,-0.2304632737693968,-2.440543258420189
2026-05-07T12:00:00,2026-05-10 00:00:00,60,2.5,40.0,33.0,5713.678370877751,10.74799452217269,2.002757473694828,1.2044980583490812,7.068906805010711,2.3370607760619313,10.3,5712.0,4.944444444444445,1.6783708777511492,0.44799452217268865,-2.6073836683825133
2026-05-07T12:00:00,2026-05-10 06:00:00,66,2.75,40.0,33.0,5712.344155209251,10.437464160245897,1.960828213330842,1.0466053500363015,7.081427783480088,2.222662826638092,10.5,5713.0,4.472222222222222,-0.6558447907491427,-0.06253583975410315,-2.2495593955841304
2026-05-07T12:00:00,2026-05-10 12:00:00,72,3.0,40.0,33.0,5732.341855157256,13.75507258586515,3.622508473810626,0.329371319189935,6.879782719649619,3.637451457921426,14.2,5731.0,6.444444444444444,1.34185515725585,-0.44492741413484893,-2.8069929865230177
2026-05-07T12:00:00,2026-05-10 18:00:00,78,3.25,40.0,33.0,5735.792218829171,13.037198581705184,2.0019093756236543,-0.7434635841071895,7.1139072178540985,2.1355044483923225,14.4,5741.0,1.5277777777777777,-5.207781170828639,-1.3628014182948167,0.6077266706145448
2026-05-07T12:00:00,2026-05-11 00:00:00,84,3.5,40.0,33.0,5725.415236014256,11.767700721089229,1.2603651493718644,-0.4307707612925888,7.070489642984068,1.3319473557673962,13.3,5728.0,2.611111111111111,-2.584763985743848,-1.532299278910772,-1.279163755343715
2026-05-07T12:00:00,2026-05-11 06:00:00,90,3.75,40.0,33.0,5719.631233225904,11.458053936510282,0.3228638644648072,0.436219874029323,7.145592131508893,0.5427051257131333,12.7,5720.0,2.055555555555556,-0.36876677409600234,-1.241946063489717,-1.5128504298424224
2026-05-07T12:00:00,2026-05-11 12:00:00,96,4.0,40.0,33.0,5721.446135774635,14.754521687716649,2.0713960227740245,0.3743727525988483,7.020940181482249,2.104955211174928,13.4,5722.0,5.194444444444444,-0.5538642253650323,1.3545216877166482,-3.0894892332695156
2026-05-07T12:00:00,2026-05-11 18:00:00,102,4.25,40.0,33.0,5713.608800739114,13.812762219998715,2.054075649854667,-0.1831711277321623,7.090909064062734,2.062226572751051,13.4,5710.0,1.6944444444444442,3.608800739113576,0.4127622199987151,0.3677821283066067
2026-05-07T12:00:00,2026-05-12 00:00:00,108,4.5,40.0,33.0,5695.726123064125,12.765770138639368,2.8055781593978963,0.5304162003174859,6.956805419209955,2.855277596670721,13.2,5699.0,4.666666666666667,-3.273876935874796,-0.434229861360631,-1.811389069995946
2026-05-07T12:00:00,2026-05-12 06:00:00,114,4.75,40.0,33.0,5689.140149939762,12.433016357926704,2.784356474292963,0.8410958103797554,6.94751549166539,2.9086222061614526,12.4,5700.0,5.777777777777778,-10.859850060238387,0.03301635792670332,-2.869155571616325
2026-05-07T12:00:00,2026-05-12 12:00:00,120,5.0,40.0,33.0,5692.426382119552,15.774086659106274,4.42776629662751,1.074535331012484,6.234783164756008,4.556285828955928,16.3,5686.0,2.5555555555555554,6.426382119551818,-0.5259133408937267,2.0007302734003725
2026-05-07T12:00:00,2026-05-12 18:00:00,126,5.25,40.0,33.0,5682.624422392276,14.901955983373796,3.892898197201248,0.4923756454744037,6.254137498600265,3.923912607338377,15.1,5663.0,1.3333333333333333,19.624422392275847,-0.19804401662620386,2.5905792740050435
2026-05-07T12:00:00,2026-05-13 00:00:00,132,5.5,40.0,33.0,5655.3887262729995,12.778495100935856,4.5478054504047805,0.5086097708135249,6.417058147484722,4.576157592751632,11.6,5624.0,2.6666666666666665,31.38872627299952,1.1784951009358569,1.9094909260849655
2026-05-07T12:00:00,2026-05-13 06:00:00,138,5.75,40.0,33.0,5641.764461550089,12.311470154317815,3.8509579463654977,1.3151258777328536,6.287434835984929,4.069328344943202,11.8,5619.0,7.0,22.764461550089436,0.5114701543178146,-2.9306716550567984
2026-05-07T12:00:00,2026-05-13 12:00:00,144,6.0,40.0,33.0,5635.998695594196,14.488774936694996,4.4405885136862935,1.565302430660395,5.972036117290469,4.708396547373,15.6,5654.0,9.555555555555555,-18.00130440580415,-1.1112250633050031,-4.8471590081825555
2026-05-07T12:00:00,2026-05-13 18:00:00,150,6.25,40.0,33.0,5616.656395884294,11.051966857144748,2.74120879801751,0.178998881527292,6.955506986250803,2.7470468277618827,15.6,5659.0,6.888888888888889,-42.3436041157056,-4.548033142855251,-4.141842061127006
2026-05-07T12:00:00,2026-05-14 00:00:00,156,6.5,40.0,33.0,5595.927871761475,9.183200766443065,2.8707516569623976,0.0900356844773604,6.879635745246304,2.872163209226046,13.4,5623.0,2.25,-27.072128238524783,-4.2167992335569355,0.6221632092260458
2026-05-07T12:00:00,2026-05-14 06:00:00,162,6.75,40.0,33.0,5587.744262055323,8.544196904234582,2.8617208473715436,0.3272020349014113,6.622775070352471,2.88036584133414,13.0,5606.0,5.166666666666667,-18.255737944677094,-4.455803095765418,-2.286300825332527
2026-05-07T12:00:00,2026-05-14 12:00:00,168,7.0,40.0,33.0,5594.178261575866,10.836102392871569,4.588380135123771,0.4996709001523314,5.8035507216389615,4.615506827300494,14.8,5586.0,7.722222222222222,8.17826157586569,-3.963897607128432,-3.1067153949217285
